property_type,area_type,availability,location,size,area,bath,balcony,price_per_sqft,price
house,Plot  Area,Ready To Move,other,5,1200.0,3,2,7917.0,0.95
flat,Super built-up  Area,Ready To Move,Marathahalli,2,1125.0,2,3,4889.0,0.55
flat,Built-up  Area,Ready To Move,other,3,909.0,2,1,4730.0,0.43
flat,Built-up  Area,Ready To Move,Whitefield,4,2850.0,5,0,8421.0,2.4
flat,Super built-up  Area,Ready To Move,other,2,1400.0,2,3,6071.0,0.85
flat,Super built-up  Area,Ready To Move,Kadugodi,2,1152.0,2,2,5295.0,0.61
flat,Super built-up  Area,Ready To Move,Subramanyapura,2,958.0,2,1,3549.0,0.34
flat,Super built-up  Area,Ready To Move,Whitefield,2,1150.0,2,2,4783.0,0.55
flat,Super built-up  Area,Ready To Move,Old Madras Road,3,2990.0,5,1,5786.0,1.73
flat,Super built-up  Area,Ready To Move,Bellandur,2,1310.0,2,2,6489.0,0.85
flat,Super built-up  Area,Ready To Move,Hosur Road,3,1590.0,2,2,7925.0,1.26
flat,Super built-up  Area,Ready To Move,Green Glen Layout,3,1645.0,3,2,6687.0,1.1
flat,Built-up  Area,Ready To Move,other,3,1800.0,2,2,5556.0,1.0
flat,Super built-up  Area,Ready To Move,Thanisandra,3,1795.0,3,2,8357.0,1.5
flat,Super built-up  Area,Ready To Move,8th Phase JP Nagar,2,1100.0,2,3,3182.0,0.35
flat,Super built-up  Area,18-Nov,Thanisandra,1,777.0,1,0,5019.0,0.39
flat,Super built-up  Area,Ready To Move,Kalkere,2,925.0,2,2,7568.0,0.7
flat,Super built-up  Area,Ready To Move,Basavangudi,3,1542.1,3,3,7782.0,1.2
house,Plot  Area,Ready To Move,Konanakunte,4,3746.0,6,1,10011.0,3.75
flat,Super built-up  Area,Ready To Move,Thanisandra,3,1430.0,2,2,3776.0,0.54
flat,Super built-up  Area,Ready To Move,Bommanahalli,2,1020.0,2,2,5392.0,0.55
house,Plot  Area,Ready To Move,other,4,750.0,2,1,5600.0,0.42
flat,Super built-up  Area,18-May,Electronic City Phase II,2,1140.0,2,1,2895.0,0.33
flat,Built-up  Area,Ready To Move,Anekal,3,967.0,2,1,4654.0,0.45
flat,Super built-up  Area,19-Jun,Hebbal,4,2470.0,4,2,8219.0,2.03
flat,Built-up  Area,Ready To Move,other,2,850.0,1,0,4235.0,0.36
flat,Super built-up  Area,Ready To Move,other,2,1100.0,2,2,2909.0,0.32
flat,Super built-up  Area,Ready To Move,Thanisandra,3,1697.0,3,2,6482.0,1.1
flat,Super built-up  Area,Ready To Move,Varthur,2,1250.0,2,2,3760.0,0.47
flat,Super built-up  Area,Ready To Move,Gottigere,2,1120.0,2,2,4464.0,0.5
house,Plot  Area,Ready To Move,NRI Layout,4,1200.0,4,0,7917.0,0.95
house,Plot  Area,Ready To Move,Hennur Road,5,5100.0,6,3,7353.0,3.75
house,Plot  Area,Ready To Move,other,4,2400.0,3,2,20000.0,4.8
flat,Super built-up  Area,Ready To Move,Hebbal,2,1200.0,2,1,4333.0,0.52
flat,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,1100.0,2,1,4000.0,0.44
flat,Super built-up  Area,Ready To Move, Devarachikkanahalli,3,1417.0,2,2,5363.0,0.76
flat,Built-up  Area,Ready To Move,Thanisandra,3,1492.0,3,1,5898.0,0.88
flat,Super built-up  Area,22-Nov,Devanahalli,3,1498.0,3,3,5274.0,0.79
flat,Built-up  Area,Ready To Move,other,4,3500.0,2,1,10000.0,3.5
flat,Super built-up  Area,Ready To Move,Kundalahalli,2,1010.0,2,1,4752.0,0.48
flat,Super built-up  Area,Ready To Move,Channasandra,2,1050.0,2,1,3333.0,0.35
flat,Super built-up  Area,Ready To Move,Hegde Nagar,3,1847.0,3,2,6768.0,1.25
flat,Super built-up  Area,18-May,other,2,1200.0,2,2,4583.0,0.55
flat,Super built-up  Area,Ready To Move,Bellandur,2,982.0,2,2,3768.0,0.37
flat,Super built-up  Area,Ready To Move,Hegde Nagar,3,2144.6,4,2,6761.0,1.45
flat,Super built-up  Area,Ready To Move,Kengeri,2,750.0,2,1,4800.0,0.36
flat,Super built-up  Area,Ready To Move,Electronic City,2,919.0,2,2,3808.0,0.35
flat,Super built-up  Area,Ready To Move,Budigere,2,1087.0,2,1,4968.0,0.54
flat,Built-up  Area,Ready To Move,other,3,1480.0,3,2,5000.0,0.74
flat,Built-up  Area,Ready To Move,Tindlu,2,1180.0,2,2,4407.0,0.52
flat,Super built-up  Area,Ready To Move,other,3,2100.0,4,2,12143.0,2.55
flat,Super built-up  Area,Ready To Move,Jigani,3,1221.0,3,2,5324.0,0.65
flat,Built-up  Area,Ready To Move,Thanisandra,3,2072.0,3,2,5888.0,1.22
flat,Built-up  Area,18-Dec,Whitefield,3,1600.0,3,2,4312.0,0.69
flat,Super built-up  Area,Ready To Move,Sahakara Nagar,3,2200.0,3,2,4455.0,0.98
flat,Super built-up  Area,Ready To Move,Rajaji Nagar,3,1640.0,3,3,13415.0,2.2
flat,Super built-up  Area,Ready To Move,Kaikondrahalli,2,1253.0,2,2,6544.0,0.82
flat,Super built-up  Area,Ready To Move,Hennur Road,2,1061.0,2,1,5184.0,0.55
flat,Super built-up  Area,Ready To Move,Marathahalli,3,1950.0,3,2,5897.0,1.15
flat,Built-up  Area,Ready To Move,Marathahalli,2,1250.0,2,2,5440.0,0.68
flat,Super built-up  Area,Ready To Move,Hennur Road,3,1585.0,2,3,5047.0,0.8
flat,Super built-up  Area,Ready To Move,Kammasandra,2,1015.0,2,2,3645.0,0.37
flat,Super built-up  Area,19-Aug,Begur Road,4,2464.5,6,0,4788.0,1.18
flat,Super built-up  Area,Ready To Move,Marathahalli,2,1125.0,2,2,5067.0,0.57
flat,Super built-up  Area,18-May,Electronic City Phase II,2,1116.0,2,2,3584.0,0.4
flat,Built-up  Area,Ready To Move,other,1,400.0,1,0,8750.0,0.35
flat,Super built-up  Area,Ready To Move,Kasavanhalli,4,4000.0,4,2,8125.0,3.25
flat,Super built-up  Area,Ready To Move,Hebbal,4,3900.0,4,2,10513.0,4.1
flat,Super built-up  Area,Ready To Move,Old Madras Road,2,1300.0,2,2,7692.0,1.0
flat,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1419.0,2,1,4228.0,0.6
flat,Super built-up  Area,Ready To Move,other,3,1310.0,2,1,4198.0,0.55
flat,Super built-up  Area,Ready To Move,Thigalarapalya,3,2072.0,4,2,7336.0,1.52
flat,Built-up  Area,Ready To Move,Kaggadasapura,2,1240.0,2,1,4758.0,0.59
flat,Built-up  Area,Ready To Move,Chamrajpet,3,1565.0,3,2,6326.0,0.99
flat,Super built-up  Area,Ready To Move,Budigere,3,1820.0,3,2,4890.0,0.89
house,Plot  Area,Ready To Move,Gubbalala,3,2500.0,3,1,3520.0,0.88
flat,Super built-up  Area,Ready To Move,Hosa Road,2,1245.0,2,1,4980.0,0.62
flat,Super built-up  Area,Ready To Move,GM Palaya,3,1315.0,3,1,4943.0,0.65
flat,Super built-up  Area,Ready To Move,Kenchenahalli,3,1410.0,2,2,5177.0,0.73
flat,Super built-up  Area,Ready To Move,Dasarahalli,2,1375.0,2,1,4364.0,0.6
flat,Super built-up  Area,Ready To Move,Old Madras Road,2,1299.0,2,2,7313.0,0.95
flat,Super built-up  Area,Ready To Move,other,2,993.0,2,3,4632.0,0.46
house,Plot  Area,Ready To Move,Bommasandra Industrial Area,2,1200.0,3,0,3750.0,0.45
flat,Super built-up  Area,Ready To Move,other,2,985.0,2,1,15838.0,1.56
flat,Built-up  Area,Ready To Move,other,4,2400.0,5,3,7500.0,1.8
flat,Super built-up  Area,18-Nov,Hebbal,3,1255.0,2,1,7570.0,0.95
flat,Super built-up  Area,22-Jun,Hoodi,3,1655.0,3,2,7915.0,1.31
flat,Super built-up  Area,18-Dec,Whitefield,4,2830.0,5,3,6714.0,1.9
flat,Super built-up  Area,Ready To Move,other,1,6000.0,1,1,4600.0,2.76
flat,Built-up  Area,Ready To Move,Electronic City,2,550.0,1,1,2727.0,0.15
flat,Super built-up  Area,Ready To Move,other,1,825.0,2,1,4848.0,0.4
flat,Super built-up  Area,20-Aug,Begur Road,3,1634.0,3,1,6793.0,1.11
house,Plot  Area,Ready To Move,Kogilu,8,1200.0,6,3,8750.0,1.05
flat,Super built-up  Area,Ready To Move,Banaswadi,2,1222.0,2,2,6547.0,0.8
flat,Super built-up  Area,Ready To Move,Gottigere,3,1500.0,3,2,4200.0,0.63
flat,Super built-up  Area,Ready To Move,Akshaya Nagar,3,1890.0,4,2,5291.0,1.0
flat,Built-up  Area,Ready To Move,Hegde Nagar,4,3750.0,6,2,10000.0,3.75
flat,Super built-up  Area,Ready To Move,Hulimavu,2,850.0,1,1,4706.0,0.4
flat,Super built-up  Area,Ready To Move,Whitefield,2,1295.0,2,3,6023.0,0.78
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,2,1320.0,2,1,7576.0,1.0
flat,Built-up  Area,Ready To Move,ISRO Layout,4,950.0,3,3,18842.0,1.79
house,Plot  Area,Ready To Move,Hebbal,4,1200.0,4,2,18750.0,2.25
flat,Built-up  Area,Ready To Move,2nd Stage Nagarbhavi,4,3000.0,3,3,5667.0,1.7
flat,Built-up  Area,Ready To Move,Harlur,2,1197.0,2,1,6850.0,0.82
flat,Super built-up  Area,Ready To Move,other,3,1320.0,2,3,4545.0,0.6
house,Plot  Area,Ready To Move,Billekahalli,5,1180.0,5,2,8305.0,0.98
flat,Super built-up  Area,20-Dec,Whitefield,1,840.0,1,1,6905.0,0.58
flat,Super built-up  Area,20-Dec,Whitefield,1,640.0,1,0,3125.0,0.2
flat,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1693.0,3,1,4194.0,0.71
flat,Super built-up  Area,Ready To Move,Kodihalli,2,1000.0,2,1,6200.0,0.62
flat,Built-up  Area,Ready To Move,Babusapalaya,2,1305.0,2,1,5364.0,0.7
flat,Built-up  Area,Ready To Move,Kodichikkanahalli,1,450.0,1,1,4000.0,0.18
flat,Super built-up  Area,Ready To Move,CV Raman Nagar,1,705.0,1,1,8085.0,0.57
flat,Super built-up  Area,Ready To Move,other,4,750.0,6,2,10000.0,0.75
flat,Built-up  Area,Ready To Move,Tumkur Road,5,4800.0,5,2,3125.0,1.5
house,Plot  Area,Ready To Move,Gubbalala,4,5000.0,4,3,8500.0,4.25
flat,Built-up  Area,18-Dec,Whitefield,3,1991.0,3,2,5224.0,1.04
flat,Super built-up  Area,Ready To Move,Battarahalli,3,1779.0,3,2,5059.0,0.9
house,Plot  Area,Ready To Move,Whitefield,4,10200.0,4,1,12255.0,12.5
flat,Super built-up  Area,Ready To Move,Banaswadi,2,870.0,2,2,4368.0,0.38
flat,Super built-up  Area,18-May,Thanisandra,3,1595.0,3,2,7524.0,1.2
house,Plot  Area,Ready To Move,Ramamurthy Nagar,4,945.0,5,2,12698.0,1.2
house,Plot  Area,18-Apr,other,6,2400.0,4,2,17500.0,4.2
flat,Super built-up  Area,18-Dec,Iblur Village,3,2000.0,4,2,6900.0,1.38
flat,Super built-up  Area,Ready To Move,Yelahanka,3,1614.0,3,2,5762.0,0.93
flat,Super built-up  Area,Ready To Move,Gottigere,2,1200.0,2,3,3333.0,0.4
flat,Built-up  Area,Ready To Move,Electronic City Phase II,3,1150.0,3,3,4000.0,0.46
flat,Super built-up  Area,18-Dec,Sonnenahalli,3,1610.0,3,2,4969.0,0.8
flat,Super built-up  Area,Ready To Move,Whitefield,2,1190.0,2,2,3445.0,0.41
flat,Super built-up  Area,Ready To Move,other,2,1050.0,2,2,4762.0,0.5
house,Plot  Area,Ready To Move,other,4,4800.0,5,2,8750.0,4.2
flat,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1460.0,2,1,6644.0,0.97
flat,Super built-up  Area,Ready To Move,other,3,3400.0,3,3,11765.0,4.0
house,Plot  Area,Ready To Move,Naganathapura,1,600.0,1,0,5500.0,0.33
flat,Built-up  Area,Ready To Move,other,3,1569.0,3,0,4461.0,0.7
flat,Built-up  Area,18-Dec,other,3,2600.0,3,2,5654.0,1.47
flat,Super built-up  Area,Ready To Move,Electronics City Phase 1,1,645.0,1,0,6512.0,0.42
house,Plot  Area,Ready To Move,other,4,1200.0,3,1,15000.0,1.8
house,Plot  Area,Ready To Move,Nagarbhavi,3,800.0,3,0,11875.0,0.95
flat,Built-up  Area,Ready To Move,Mico Layout,2,800.0,2,1,10000.0,0.8
flat,Super built-up  Area,Ready To Move,Marathahalli,2,1350.0,2,1,6667.0,0.9
flat,Super built-up  Area,Ready To Move,BTM 2nd Stage,3,2780.0,4,1,11691.0,3.25
flat,Super built-up  Area,18-Mar,other,3,1410.0,2,2,3191.0,0.45
flat,Super built-up  Area,Ready To Move,Whitefield,2,1109.0,2,1,3156.0,0.35
flat,Super built-up  Area,Ready To Move,other,4,2000.0,3,2,53150.0,10.63
flat,Built-up  Area,Ready To Move,other,1,800.0,1,0,9000.0,0.72
flat,Super built-up  Area,Ready To Move,Bannerghatta Road,2,1215.0,2,1,5597.0,0.68
house,Plot  Area,Ready To Move,Basaveshwara Nagar,8,1230.0,6,0,20325.0,2.5
flat,Built-up  Area,Ready To Move,Prithvi Layout,3,2273.0,4,2,8447.0,1.92
flat,Super built-up  Area,18-Aug,Varthur Road,2,1255.0,2,2,4223.0,0.53
flat,Super built-up  Area,Ready To Move,other,2,1020.0,2,1,4804.0,0.49
flat,Super built-up  Area,18-Jul,other,3,1225.0,2,2,6694.0,0.82
flat,Super built-up  Area,Ready To Move,Singasandra,2,1120.0,2,1,5357.0,0.6
house,Plot  Area,Ready To Move,other,5,2400.0,5,3,26042.0,6.25
flat,Super built-up  Area,Ready To Move,Kasavanhalli,3,1225.0,2,1,5633.0,0.69
house,Plot  Area,Ready To Move,Whitefield,4,5200.0,5,3,4654.0,2.42
flat,Built-up  Area,Ready To Move,Indira Nagar,4,4000.0,4,1,17500.0,7.0
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,3,1984.0,4,1,7308.0,1.45
flat,Super built-up  Area,Ready To Move,Old Madras Road,3,2425.0,3,1,8124.0,1.97
house,Plot  Area,18-Sep,ITPL,3,1200.0,3,1,4667.0,0.56
flat,Super built-up  Area,18-Aug,Bommasandra,2,1127.0,2,1,3993.0,0.45
flat,Built-up  Area,18-Jun,Whitefield,3,1655.0,3,2,5861.0,0.97
flat,Super built-up  Area,18-Aug,Ananth Nagar,1,500.0,1,1,2800.0,0.14
house,Plot  Area,18-Jul,Varthur,3,1200.0,3,1,5667.0,0.68
flat,Super built-up  Area,Ready To Move,Kaggadasapura,2,1000.0,2,2,4300.0,0.43
flat,Super built-up  Area,18-Jul,CV Raman Nagar,2,1225.0,2,2,3918.0,0.48
flat,Super built-up  Area,Ready To Move,Hormavu,2,1350.0,2,2,3333.0,0.45
house,Plot  Area,18-Apr,Nagarbhavi,4,600.0,5,3,15833.0,0.95
flat,Super built-up  Area,Ready To Move,Sahakara Nagar,2,1175.0,2,3,4170.0,0.49
flat,Super built-up  Area,Ready To Move,other,1,655.0,1,2,4122.0,0.27
flat,Super built-up  Area,19-Mar,Hosa Road,3,1311.0,2,1,6484.0,0.85
house,Plot  Area,Ready To Move,Banashankari Stage VI,3,600.0,4,0,15000.0,0.9
flat,Carpet  Area,Ready To Move,CV Raman Nagar,2,1000.0,2,1,3800.0,0.38
flat,Super built-up  Area,Ready To Move,other,2,1196.0,2,1,8027.0,0.96
flat,Built-up  Area,Ready To Move,Kanakpura Road,3,1050.0,2,1,5619.0,0.59
flat,Super built-up  Area,Ready To Move,Somasundara Palya,3,1275.0,2,2,4078.0,0.52
flat,Carpet  Area,Ready To Move,other,2,927.0,2,1,5394.0,0.5
flat,Super built-up  Area,Ready To Move,Varthur,3,1520.0,2,3,4013.0,0.61
house,Plot  Area,Ready To Move,other,4,2400.0,5,2,16458.0,3.95
flat,Built-up  Area,Ready To Move,Hebbal,2,1333.0,2,1,7802.0,1.04
flat,Super built-up  Area,18-Mar,other,1,600.0,1,0,3000.0,0.18
flat,Super built-up  Area,18-Sep,Abbigere,3,1326.0,2,1,2640.0,0.35
flat,Built-up  Area,Ready To Move,Koramangala,2,1370.0,2,2,9124.0,1.25
flat,Super built-up  Area,Ready To Move,Koramangala,2,1100.0,2,2,7727.0,0.85
flat,Super built-up  Area,Ready To Move,Haralur Road,3,1650.0,3,3,6061.0,1.0
flat,Super built-up  Area,18-May,Kasavanhalli,3,1917.0,3,2,6886.0,1.32
flat,Super built-up  Area,Ready To Move,Billekahalli,2,950.0,2,1,6105.0,0.58
flat,Super built-up  Area,Ready To Move,other,2,1175.0,2,1,4170.0,0.49
flat,Super built-up  Area,Ready To Move,8th Phase JP Nagar,2,1089.0,2,1,4040.0,0.44
flat,Super built-up  Area,Ready To Move,Kalena Agrahara,3,1804.0,3,2,9701.0,1.75
flat,Super built-up  Area,Ready To Move,Hoodi,2,1257.0,2,1,5410.0,0.68
flat,Super built-up  Area,Ready To Move,Sarjapur,1,650.0,1,2,3077.0,0.2
flat,Super built-up  Area,Ready To Move,Whitefield,3,1850.0,3,2,8108.0,1.5
flat,Built-up  Area,Ready To Move,other,4,2800.0,4,1,7143.0,2.0
flat,Super built-up  Area,22-Dec,Koramangala,2,1161.0,2,1,5512.0,0.64
flat,Super built-up  Area,17-Apr,Banashankari Stage V,3,1630.0,3,2,3129.0,0.51
flat,Super built-up  Area,Ready To Move,Jalahalli,3,1310.0,2,2,4580.0,0.6
flat,Super built-up  Area,Ready To Move,other,2,750.0,2,1,3733.0,0.28
house,Plot  Area,18-Sep,Whitefield,3,1200.0,3,1,5667.0,0.68
flat,Super built-up  Area,Ready To Move,other,2,1000.0,2,1,4500.0,0.45
house,Plot  Area,Ready To Move,Old Madras Road,4,4000.0,4,2,5625.0,2.25
flat,Built-up  Area,Ready To Move,Nagavara,2,1315.0,2,2,5323.0,0.7
flat,Super built-up  Area,Ready To Move,Sahakara Nagar,3,1370.0,2,2,6569.0,0.9
house,Plot  Area,Ready To Move,Ulsoor,5,1200.0,4,3,12500.0,1.5
flat,Built-up  Area,Ready To Move,Bellandur,2,1465.0,3,3,6143.0,0.9
flat,Super built-up  Area,18-Apr,Electronic City,2,1128.0,2,1,5674.0,0.64
flat,Super built-up  Area,Ready To Move,Padmanabhanagar,3,1250.0,2,2,5600.0,0.7
flat,Super built-up  Area,Ready To Move,Horamavu Agara,3,1284.0,2,2,5841.0,0.75
flat,Super built-up  Area,18-Mar,Hebbal,3,2600.0,3,2,7654.0,1.99
flat,Super built-up  Area,19-Jun,Kodigehalli,3,1820.0,3,2,8242.0,1.5
flat,Super built-up  Area,Ready To Move,Haralur Road,3,1580.0,3,1,4620.0,0.73
flat,Built-up  Area,Ready To Move,Akshaya Nagar,3,2650.0,3,2,4717.0,1.25
flat,Super built-up  Area,Ready To Move,Uttarahalli,2,1075.0,2,1,3721.0,0.4
flat,Super built-up  Area,Ready To Move,R.T. Nagar,3,1400.0,2,3,5571.0,0.78
flat,Super built-up  Area,Ready To Move,Subramanyapura,3,1400.0,2,1,3929.0,0.55
flat,Built-up  Area,Ready To Move,Bisuvanahalli,2,845.0,2,1,3550.0,0.3
flat,Super built-up  Area,Ready To Move,Hegde Nagar,4,2600.0,4,3,1538.0,0.4
flat,Built-up  Area,Ready To Move,Sarjapur,4,3854.5,6,0,10014.0,3.86
flat,Super built-up  Area,Ready To Move,other,2,800.0,2,1,10625.0,0.85
flat,Super built-up  Area,Ready To Move,Gunjur,2,1175.0,2,2,3660.0,0.43
flat,Super built-up  Area,Ready To Move,Bellandur,3,1767.0,3,2,6169.0,1.09
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,4,1800.0,3,1,5000.0,0.9
flat,Super built-up  Area,18-Jun,Rajaji Nagar,3,1613.0,3,0,9299.0,1.5
flat,Built-up  Area,Ready To Move,Whitefield,2,1290.0,2,0,6977.0,0.9
flat,Super built-up  Area,Ready To Move,Kasavanhalli,2,1375.0,2,1,5673.0,0.78
flat,Super built-up  Area,Ready To Move,other,2,985.0,2,2,5787.0,0.57
house,Plot  Area,Ready To Move,other,4,1200.0,4,1,16667.0,2.0
flat,Super built-up  Area,Ready To Move,Singasandra,2,1099.0,2,1,3458.0,0.38
flat,Super built-up  Area,18-Mar,Electronic City,1,605.0,1,0,2149.0,0.13
flat,Built-up  Area,Ready To Move,other,7,3600.0,7,3,4444.0,1.6
flat,Super built-up  Area,Ready To Move,Marathahalli,2,1200.0,2,1,4417.0,0.53
flat,Built-up  Area,Ready To Move,Hulimavu,2,1000.0,2,1,4500.0,0.45
flat,Super built-up  Area,Ready To Move,Electronic City,3,1159.0,2,3,3279.0,0.38
house,Plot  Area,Ready To Move,other,2,600.0,2,1,13333.0,0.8
house,Plot  Area,Ready To Move,other,4,2400.0,4,3,25000.0,6.0
flat,Built-up  Area,Ready To Move,BTM Layout,3,1540.0,2,2,5065.0,0.78
flat,Built-up  Area,Ready To Move,other,3,1503.0,2,2,6188.0,0.93
flat,Super built-up  Area,Ready To Move,Ambedkar Nagar,3,1850.0,4,2,6486.0,1.2
flat,Built-up  Area,Ready To Move,Uttarahalli,3,1580.0,3,1,3797.0,0.6
flat,Super built-up  Area,Ready To Move,Mico Layout,2,1190.0,2,2,3277.0,0.39
house,Plot  Area,Ready To Move,other,2,1200.0,2,1,5083.0,0.61
house,Plot  Area,Ready To Move,HAL 2nd Stage,7,1000.0,7,3,25000.0,2.5
flat,Super built-up  Area,18-Nov,Jakkur,2,850.0,1,1,2353.0,0.2
flat,Super built-up  Area,Ready To Move,Domlur,3,2180.0,3,2,13073.0,2.85
flat,Super built-up  Area,Ready To Move,other,3,2500.0,2,1,2400.0,0.6
house,Plot  Area,18-Dec,ITPL,3,1200.0,3,1,4667.0,0.56
flat,Super built-up  Area,Ready To Move,other,3,1500.0,2,2,3467.0,0.52
house,Plot  Area,Ready To Move,other,5,1200.0,3,2,15000.0,1.8
flat,Super built-up  Area,Ready To Move,Thanisandra,3,1880.0,3,3,6383.0,1.2
flat,Super built-up  Area,Ready To Move,Padmanabhanagar,2,1150.0,2,2,3913.0,0.45
house,Plot  Area,18-May,Kasavanhalli,4,4408.0,4,2,7804.0,3.44
house,Plot  Area,Ready To Move,Kumaraswami Layout,6,600.0,6,3,16667.0,1.0
house,Plot  Area,18-Feb,other,4,750.0,4,1,12667.0,0.95
flat,Built-up  Area,Ready To Move,Karuna Nagar,3,1962.0,3,2,8919.0,1.75
flat,Super built-up  Area,18-Nov,other,3,1765.0,3,2,4363.0,0.77
flat,Super built-up  Area,Ready To Move,Attibele,2,1174.0,2,1,2470.0,0.29
flat,Super built-up  Area,19-Jun,Bannerghatta Road,3,1894.0,3,1,6072.0,1.15
house,Plot  Area,Ready To Move,Ramamurthy Nagar,4,960.0,2,2,14375.0,1.38
flat,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3,1760.0,3,2,8068.0,1.42
flat,Built-up  Area,Ready To Move,other,3,1768.0,3,3,5373.0,0.95
flat,Built-up  Area,Ready To Move,Kothanur,3,1790.0,3,0,5419.0,0.97
house,Plot  Area,17-Jul,other,4,3500.0,5,1,22857.0,8.0
house,Plot  Area,18-Dec,Whitefield,2,1200.0,2,1,3750.0,0.45
flat,Built-up  Area,Ready To Move,Kengeri,4,2540.0,4,0,6299.0,1.6
flat,Super built-up  Area,Ready To Move,Mahadevpura,2,1137.0,2,1,4661.0,0.53
flat,Super built-up  Area,Ready To Move,Mysore Road,3,1568.0,2,2,6378.0,1.0
flat,Built-up  Area,Ready To Move,Devanahalli,4,4920.0,4,0,8008.0,3.94
flat,Super built-up  Area,Ready To Move,AECS Layout,2,1308.0,2,1,4587.0,0.6
flat,Super built-up  Area,19-Aug,other,4,3060.0,4,2,11438.0,3.5
flat,Super built-up  Area,Ready To Move,Bisuvanahalli,3,1200.0,2,1,3417.0,0.41
flat,Super built-up  Area,Ready To Move,other,1,800.0,1,2,4000.0,0.32
flat,Super built-up  Area,19-Dec,Electronic City,1,530.0,1,1,2642.0,0.14
flat,Built-up  Area,Ready To Move,Bisuvanahalli,3,873.0,2,1,4582.0,0.4
house,Plot  Area,Ready To Move,other,7,3000.0,6,3,4833.0,1.45
house,Plot  Area,Ready To Move,other,4,1200.0,4,1,19583.0,2.35
flat,Super built-up  Area,Ready To Move,Subramanyapura,2,958.0,2,1,3549.0,0.34
flat,Super built-up  Area,21-Dec,Talaghattapura,3,2273.0,3,3,6995.0,1.59
house,Plot  Area,18-May,Banashankari Stage VI,3,600.0,3,2,15000.0,0.9
flat,Super built-up  Area,Ready To Move,Thanisandra,1,760.0,1,2,6579.0,0.5
flat,Super built-up  Area,Ready To Move,Dommasandra,2,1090.0,2,2,4037.0,0.44
flat,Super built-up  Area,Ready To Move,Bellandur,3,2666.0,3,1,8627.0,2.3
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,3,1550.0,2,1,5742.0,0.89
flat,Super built-up  Area,18-Aug,Ramagondanahalli,2,1251.0,2,1,3997.0,0.5
flat,Super built-up  Area,Ready To Move,Electronic City,2,1070.0,2,1,4953.0,0.53
flat,Super built-up  Area,Ready To Move,Kalena Agrahara,2,1200.0,2,2,3750.0,0.45
flat,Built-up  Area,Ready To Move,CV Raman Nagar,3,1435.0,2,2,4181.0,0.6
flat,Built-up  Area,Ready To Move,Bommasandra,3,1400.0,2,3,3214.0,0.45
flat,Super built-up  Area,Ready To Move,Judicial Layout,4,2330.0,3,2,4077.0,0.95
flat,Super built-up  Area,Ready To Move,Thanisandra,2,1200.0,2,3,5000.0,0.6
flat,Super built-up  Area,Ready To Move,Panathur,2,1000.0,2,2,4000.0,0.4
flat,Super built-up  Area,18-Sep,Bannerghatta Road,3,1655.0,2,2,3807.0,0.63
flat,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,9,3600.0,9,3,6667.0,2.4
house,Plot  Area,Ready To Move,other,1,600.0,1,1,5833.0,0.35
flat,Super built-up  Area,Ready To Move,Electronics City Phase 1,2,1175.0,2,1,4255.0,0.5
flat,Super built-up  Area,Ready To Move,Uttarahalli,2,1155.0,2,2,3463.0,0.4
house,Plot  Area,Ready To Move,Magadi Road,3,1200.0,3,2,8167.0,0.98
flat,Super built-up  Area,Ready To Move,Budigere,2,1149.0,2,2,5657.0,0.65
house,Plot  Area,Ready To Move,Choodasandra,4,3200.0,4,2,11719.0,3.75
flat,Super built-up  Area,Ready To Move,other,2,1010.0,2,2,5446.0,0.55
flat,Super built-up  Area,Ready To Move,Hegde Nagar,3,1718.0,3,2,6927.0,1.19
flat,Super built-up  Area,Ready To Move,other,2,650.0,1,1,3077.0,0.2
flat,Super built-up  Area,Ready To Move,Banashankari,2,1330.0,2,2,5789.0,0.77
flat,Super built-up  Area,Ready To Move,Hormavu,2,1200.0,2,2,5667.0,0.68
flat,Super built-up  Area,21-Dec,Bannerghatta Road,3,1693.0,3,2,5257.0,0.89
flat,Super built-up  Area,19-Dec,Koramangala,2,1249.0,2,1,13211.0,1.65
flat,Built-up  Area,Ready To Move,Thanisandra,3,1800.0,4,1,6944.0,1.25
house,Plot  Area,Ready To Move,Margondanahalli,2,900.0,2,0,6111.0,0.55
flat,Super built-up  Area,Ready To Move,NGR Layout,2,1020.0,2,1,4510.0,0.46
flat,Super built-up  Area,Ready To Move,Amruthahalli,3,1700.0,3,2,4529.0,0.77
flat,Built-up  Area,18-Jun,Panathur,1,661.0,1,1,6051.0,0.4
flat,Super built-up  Area,17-Sep,Bannerghatta Road,2,1280.0,2,2,4688.0,0.6
house,Plot  Area,Ready To Move,other,5,1000.0,4,2,9000.0,0.9
flat,Super built-up  Area,Ready To Move,Hosur Road,2,1170.0,2,1,4103.0,0.48
