property_type,area_type,availability,location,bedroom,area,bath,balcony,price_per_sqft,price,built_up_area
flat,Built-up  Area,Ready To Move,hebbal kempapura,3,1725.0,2,1,9565.0,1.65,1725.0
flat,Super built-up  Area,Under Construction,devanahalli,1,658.0,1,1,5167.0,0.34,559.3
flat,Built-up  Area,Ready To Move,bisuvanahalli,3,1075.0,2,1,3349.0,0.36,1075.0
flat,Built-up  Area,Ready To Move,other,2,1035.0,2,2,4251.0,0.44,1035.0
flat,Super built-up  Area,Ready To Move,whitefield,2,1190.0,2,3,4958.0,0.59,1011.5
flat,Built-up  Area,Ready To Move,hennur,4,2502.0,4,2,6795.0,1.7,2502.0
flat,Super built-up  Area,Ready To Move,talaghattapura,2,1175.0,2,2,5277.0,0.62,998.75
flat,Super built-up  Area,Ready To Move,yelahanka,2,1035.0,2,1,4348.0,0.45,879.75
flat,Built-up  Area,Under Construction,other,3,1531.0,3,2,4703.0,0.72,1531.0
house,Plot  Area,Ready To Move,other,3,1350.0,3,3,14444.0,1.95,1350.0
flat,Super built-up  Area,Under Construction,sarjapur  road,1,702.0,1,1,7407.0,0.52,596.6999999999999
flat,Super built-up  Area,Under Construction,haralur road,3,1985.0,3,2,6549.0,1.3,1687.25
flat,Super built-up  Area,Ready To Move,other,2,1415.0,2,2,8481.0,1.2,1202.75
flat,Super built-up  Area,Ready To Move,kenchenahalli,2,1150.0,2,2,5043.0,0.58,977.5
flat,Super built-up  Area,Ready To Move,electronics city phase 1,2,1113.1,2,2,4941.0,0.55,946.135
flat,Super built-up  Area,Ready To Move,other,2,1244.0,2,2,7637.0,0.95,1057.4
flat,Built-up  Area,Ready To Move,other,3,1360.0,2,0,11029.0,1.5,1360.0
flat,Super built-up  Area,Under Construction,kanakpura road,2,900.0,1,0,5000.0,0.45,765.0
flat,Built-up  Area,Ready To Move,nagavara,2,936.0,2,0,4274.0,0.4,936.0
flat,Built-up  Area,Ready To Move,kothanur,2,1400.0,2,2,4643.0,0.65,1400.0
flat,Super built-up  Area,Ready To Move,kodigehaali,3,1324.0,3,2,4909.0,0.65,1125.4
house,Plot  Area,Under Construction,sarjapur  road,3,2600.0,3,2,7692.0,2.0,2600.0
flat,Super built-up  Area,Under Construction,kanakpura road,2,1330.7,2,2,6914.0,0.92,1131.095
flat,Built-up  Area,Ready To Move,jp nagar,3,1452.0,2,1,2824.0,0.41,1452.0
flat,Built-up  Area,Ready To Move,yelahanka,3,1890.0,4,2,4497.0,0.85,1890.0
flat,Built-up  Area,Ready To Move,sarjapur  road,2,1367.0,2,0,5852.0,0.8,1367.0
flat,Super built-up  Area,Under Construction,marathahalli,3,1469.0,3,1,6059.0,0.89,1248.65
house,Plot  Area,Ready To Move,whitefield,4,2990.0,3,2,6622.0,1.98,2990.0
house,Plot  Area,Ready To Move,nagarbhavi,3,1050.0,3,1,16667.0,1.75,1050.0
flat,Super built-up  Area,Ready To Move,ganga nagar,2,1250.0,2,2,5200.0,0.65,1062.5
flat,Super built-up  Area,Ready To Move,hulimavu,3,1818.0,3,1,7426.0,1.35,1545.3
flat,Super built-up  Area,Ready To Move,kogilu,2,1140.0,2,2,4474.0,0.51,969.0
flat,Super built-up  Area,Ready To Move,kaval byrasandra,2,1125.0,2,1,3733.0,0.42,956.25
flat,Super built-up  Area,Under Construction,electronic city phase ii,2,1205.0,2,1,6224.0,0.75,1024.25
house,Plot  Area,Ready To Move,laggere,5,1800.0,5,0,3889.0,0.7,1800.0
flat,Super built-up  Area,Ready To Move,haralur road,2,1027.0,2,2,4284.0,0.44,872.9499999999999
flat,Super built-up  Area,Ready To Move,other,2,1022.0,2,2,5088.0,0.52,868.6999999999999
flat,Built-up  Area,Ready To Move,other,1,532.0,1,1,4135.0,0.22,532.0
flat,Super built-up  Area,Ready To Move,chamrajpet,2,650.0,2,2,6923.0,0.45,552.5
flat,Built-up  Area,Ready To Move,koramangala,2,1355.0,2,2,7011.0,0.95,1355.0
flat,Built-up  Area,Ready To Move,kanakpura road,2,1140.0,2,1,5702.0,0.65,1140.0
flat,Super built-up  Area,Ready To Move,hosa road,1,760.0,1,1,3289.0,0.25,646.0
flat,Super built-up  Area,Ready To Move,other,2,1250.0,2,2,5200.0,0.65,1062.5
flat,Built-up  Area,Under Construction,sarjapur  road,3,1830.0,3,1,6503.0,1.19,1830.0
house,Plot  Area,Ready To Move,other,2,54450.0,2,2,367.0,2.0,54450.0
flat,Super built-up  Area,Under Construction,other,3,2000.0,3,2,10000.0,2.0,1700.0
flat,Super built-up  Area,Ready To Move,haralur road,3,1810.0,3,2,6961.0,1.26,1538.5
flat,Built-up  Area,Ready To Move,prithvi layout,2,1190.0,2,2,5714.0,0.68,1190.0
flat,Super built-up  Area,Under Construction,old airport road,2,1655.0,2,1,5921.0,0.98,1406.75
flat,Built-up  Area,Ready To Move,sarjapur  road,2,1200.0,2,1,7750.0,0.93,1200.0
flat,Built-up  Area,Ready To Move,other,3,1480.0,3,2,6081.0,0.9,1480.0
flat,Super built-up  Area,Ready To Move,yelahanka,2,915.0,2,2,5246.0,0.48,777.75
flat,Super built-up  Area,Under Construction,whitefield,4,2856.0,5,0,5532.0,1.58,2427.6
flat,Built-up  Area,Ready To Move,giri nagar,6,3000.0,4,1,12500.0,3.75,3000.0
flat,Super built-up  Area,Ready To Move,uttarahalli,3,1250.0,2,1,4000.0,0.5,1062.5
flat,Super built-up  Area,Under Construction,other,4,4209.0,4,2,14303.0,6.02,3577.65
flat,Super built-up  Area,Ready To Move,other,2,1035.0,2,2,5797.0,0.6,879.75
flat,Super built-up  Area,Under Construction,other,1,650.0,1,1,7692.0,0.5,552.5
house,Plot  Area,Ready To Move,other,3,52272.0,2,1,268.0,1.4,52272.0
flat,Built-up  Area,Ready To Move,kengeri,2,1000.0,2,1,2500.0,0.25,1000.0
flat,Super built-up  Area,Ready To Move,narayanapura,3,1566.0,3,1,5300.0,0.83,1331.1
flat,Super built-up  Area,Ready To Move,hulimavu,2,1080.0,2,2,3981.0,0.43,918.0
flat,Super built-up  Area,Under Construction,sarjapur  road,3,1700.0,3,2,5529.0,0.94,1445.0
flat,Built-up  Area,Ready To Move,other,1,1200.0,1,0,5750.0,0.69,1200.0
flat,Super built-up  Area,Under Construction,thanisandra,3,1411.0,3,2,7087.0,1.0,1199.35
flat,Built-up  Area,Ready To Move,nagarbhavi,5,2500.0,3,2,7200.0,1.8,2500.0
flat,Super built-up  Area,Under Construction,mysore road,3,1710.0,4,2,5322.0,0.91,1453.5
flat,Built-up  Area,Ready To Move,anekal,3,967.0,2,1,4654.0,0.45,967.0
flat,Super built-up  Area,Ready To Move,varthur,2,1140.0,2,2,3509.0,0.4,969.0
flat,Built-up  Area,Ready To Move,other,3,1942.0,3,2,5252.0,1.02,1942.0
flat,Super built-up  Area,Ready To Move,other,2,1150.0,2,2,7826.0,0.9,977.5
flat,Super built-up  Area,Ready To Move,uttarahalli,3,1245.0,2,2,3534.0,0.44,1058.25
flat,Built-up  Area,Ready To Move,sarjapur,3,1575.0,3,3,3492.0,0.55,1575.0
house,Plot  Area,Ready To Move,other,4,5000.0,5,3,6000.0,3.0,5000.0
flat,Super built-up  Area,Ready To Move,brookefield,2,1130.0,2,2,4956.0,0.56,960.5
flat,Super built-up  Area,Under Construction,kodigehalli,3,1820.0,3,2,8242.0,1.5,1547.0
flat,Built-up  Area,Under Construction,kasavanhalli,2,1121.0,2,2,6690.0,0.75,1121.0
flat,Super built-up  Area,Ready To Move,hbr layout,2,1068.0,2,1,4026.0,0.43,907.8
flat,Super built-up  Area,Ready To Move,other,2,1355.0,2,3,5535.0,0.75,1151.75
house,Plot  Area,Ready To Move,other,8,2400.0,6,3,5208.0,1.25,2400.0
flat,Super built-up  Area,Ready To Move,other,3,909.0,2,1,4400.0,0.4,772.65
flat,Super built-up  Area,Ready To Move,kr puram,2,1470.0,2,2,5850.0,0.86,1249.5
flat,Super built-up  Area,Ready To Move,thigalarapalya,3,2072.0,4,2,7095.0,1.47,1761.2
flat,Super built-up  Area,Ready To Move,7th phase jp nagar,3,1300.0,2,2,4000.0,0.52,1105.0
flat,Super built-up  Area,Ready To Move,hosur road,2,1345.0,2,2,8030.0,1.08,1143.25
flat,Super built-up  Area,Ready To Move,other,3,1800.0,3,3,3611.0,0.65,1530.0
flat,Super built-up  Area,Ready To Move,sarjapur,2,1205.0,2,2,2407.0,0.29,1024.25
flat,Super built-up  Area,Ready To Move,kanakpura road,3,1452.0,3,3,3719.0,0.54,1234.2
flat,Super built-up  Area,Ready To Move,gm palaya,3,1820.0,2,3,4725.0,0.86,1547.0
flat,Super built-up  Area,Ready To Move,jalahalli east,2,1020.0,2,1,4118.0,0.42,867.0
flat,Built-up  Area,Ready To Move,other,2,1010.0,2,1,4059.0,0.41,1010.0
flat,Built-up  Area,Under Construction,whitefield,3,3117.0,3,2,8373.0,2.61,3117.0
flat,Super built-up  Area,Ready To Move,other,3,1630.0,2,2,6012.0,0.98,1385.5
flat,Super built-up  Area,Under Construction,talaghattapura,2,921.0,2,2,3149.0,0.29,782.85
house,Plot  Area,Ready To Move,seegehalli,3,3000.0,4,2,8000.0,2.4,3000.0
flat,Super built-up  Area,Ready To Move,yelahanka,2,1326.0,2,2,4299.0,0.57,1127.1
flat,Super built-up  Area,Ready To Move,budigere,2,1153.0,2,2,4944.0,0.57,980.05
flat,Super built-up  Area,Ready To Move,other,2,1230.0,2,2,4634.0,0.57,1045.5
flat,Super built-up  Area,Ready To Move,kothanur,2,1141.0,2,2,4733.0,0.54,969.85
house,Plot  Area,Ready To Move,seegehalli,3,3000.0,5,2,11167.0,3.35,3000.0
flat,Super built-up  Area,Ready To Move,hulimavu,2,1127.0,2,1,5768.0,0.65,957.95
flat,Super built-up  Area,Ready To Move,kaggadasapura,2,1010.0,2,2,5446.0,0.55,858.5
flat,Super built-up  Area,Ready To Move,1st phase jp nagar,2,900.0,2,1,8333.0,0.75,765.0
flat,Super built-up  Area,Ready To Move,murugeshpalya,3,1930.0,3,3,3886.0,0.75,1640.5
house,Plot  Area,Ready To Move,yelahanka new town,2,1200.0,2,1,10833.0,1.3,1200.0
flat,Super built-up  Area,Ready To Move,bannerghatta road,2,1275.0,2,1,5725.0,0.73,1083.75
house,Plot  Area,Ready To Move,other,4,4000.0,5,1,7000.0,2.8,4000.0
flat,Super built-up  Area,Ready To Move,other,2,1450.0,1,0,15862.0,2.3,1232.5
flat,Super built-up  Area,Ready To Move,haralur road,3,2017.0,3,2,6197.0,1.25,1714.45
flat,Super built-up  Area,Ready To Move,anekal,2,766.0,2,2,3655.0,0.28,651.1
flat,Super built-up  Area,Under Construction,hoodi,2,1132.0,2,1,7862.0,0.89,962.2
flat,Super built-up  Area,Ready To Move,hegde nagar,3,1965.0,4,2,6718.0,1.32,1670.25
flat,Super built-up  Area,Ready To Move,brookefield,3,1518.0,3,3,5270.0,0.8,1290.3
flat,Super built-up  Area,Ready To Move,7th phase jp nagar,3,1250.0,3,2,5200.0,0.65,1062.5
flat,Super built-up  Area,Under Construction,dommasandra,2,805.0,2,1,2733.0,0.22,684.25
flat,Super built-up  Area,Ready To Move,frazer town,3,1700.0,3,1,10588.0,1.8,1445.0
flat,Super built-up  Area,Under Construction,hoodi,3,1837.0,3,3,7730.0,1.42,1561.45
flat,Super built-up  Area,Under Construction,mahadevpura,2,1225.0,2,2,3918.0,0.48,1041.25
flat,Super built-up  Area,Under Construction,7th phase jp nagar,3,2225.0,3,1,7191.0,1.6,1891.25
flat,Super built-up  Area,Ready To Move,kengeri,2,1000.0,2,2,3400.0,0.34,850.0
flat,Super built-up  Area,Ready To Move,kengeri satellite town,1,654.0,1,1,3364.0,0.22,555.9
flat,Built-up  Area,Ready To Move,marathahalli,3,1693.0,3,2,7383.0,1.25,1693.0
flat,Super built-up  Area,Under Construction,horamavu agara,2,1213.0,2,2,3133.0,0.38,1031.05
flat,Super built-up  Area,Ready To Move,kogilu,2,1190.0,2,2,4286.0,0.51,1011.5
flat,Super built-up  Area,Ready To Move,rajaji nagar,4,3100.0,4,3,17742.0,5.5,2635.0
flat,Super built-up  Area,Ready To Move,jakkur,2,1202.0,2,1,6572.0,0.79,1021.7
flat,Built-up  Area,Ready To Move,kengeri,3,1470.0,3,3,3401.0,0.5,1470.0
flat,Super built-up  Area,Under Construction,other,3,2240.0,3,2,13393.0,3.0,1904.0
flat,Super built-up  Area,Ready To Move,hormavu,2,1500.0,2,1,5200.0,0.78,1275.0
house,Plot  Area,Ready To Move,other,4,1200.0,4,1,9167.0,1.1,1200.0
flat,Super built-up  Area,Ready To Move,other,3,1458.0,2,2,5967.0,0.87,1239.3
flat,Super built-up  Area,Ready To Move,kalyan nagar,4,2422.0,3,2,6193.0,1.5,2058.7
flat,Built-up  Area,Ready To Move,kasavanhalli,3,2100.0,3,3,5238.0,1.1,2100.0
flat,Built-up  Area,Ready To Move,vidyaranyapura,3,1440.0,2,0,4861.0,0.7,1440.0
flat,Super built-up  Area,Ready To Move,sultan palaya,2,1009.0,2,1,6442.0,0.65,857.65
flat,Super built-up  Area,Ready To Move,sarjapur  road,4,3430.0,6,0,6647.0,2.28,2915.5
flat,Built-up  Area,Ready To Move,horamavu agara,2,755.0,2,1,4901.0,0.37,755.0
flat,Built-up  Area,Ready To Move,sarjapur  road,5,3200.0,5,3,4375.0,1.4,3200.0
flat,Super built-up  Area,Ready To Move,amruthahalli,3,2650.0,4,0,6604.0,1.75,2252.5
flat,Super built-up  Area,Ready To Move,jalahalli,3,1570.0,3,2,8917.0,1.4,1334.5
flat,Super built-up  Area,Ready To Move,ulsoor,3,2000.0,3,3,9250.0,1.85,1700.0
flat,Built-up  Area,Ready To Move,kumaraswami layout,3,1310.0,2,1,6489.0,0.85,1310.0
flat,Built-up  Area,Ready To Move,jakkur,3,1590.0,2,2,7862.0,1.25,1590.0
flat,Super built-up  Area,Ready To Move,hbr layout,3,1832.0,3,2,8734.0,1.6,1557.2
flat,Built-up  Area,Under Construction,balagere,1,645.0,1,1,6357.0,0.41,645.0
flat,Super built-up  Area,Ready To Move,neeladri nagar,2,1060.0,2,0,3302.0,0.35,901.0
flat,Super built-up  Area,Ready To Move,dodda nekkundi,2,1200.0,2,2,5917.0,0.71,1020.0
flat,Super built-up  Area,Ready To Move,kereguddadahalli,3,1400.0,2,2,3000.0,0.42,1190.0
flat,Super built-up  Area,Ready To Move,battarahalli,2,1135.0,2,3,3789.0,0.43,964.75
flat,Super built-up  Area,Ready To Move,ambalipura,3,1730.0,3,1,6936.0,1.2,1470.5
flat,Super built-up  Area,Under Construction,hosakerehalli,2,1085.0,2,1,4424.0,0.48,922.25
house,Plot  Area,Ready To Move,other,2,1200.0,2,1,13333.0,1.6,1200.0
flat,Super built-up  Area,Ready To Move,budigere,2,1139.0,2,2,5443.0,0.62,968.15
flat,Built-up  Area,Under Construction,electronic city phase ii,2,1025.0,2,1,2634.0,0.27,1025.0
flat,Super built-up  Area,Ready To Move,frazer town,2,1550.0,2,2,9032.0,1.4,1317.5
flat,Super built-up  Area,Ready To Move,varthur,3,1737.0,2,1,3282.0,0.57,1476.45
house,Plot  Area,Ready To Move,basaveshwara nagar,2,1200.0,1,1,15000.0,1.8,1200.0
flat,Built-up  Area,Under Construction,kundalahalli,2,1047.0,2,1,7832.0,0.82,1047.0
flat,Super built-up  Area,Ready To Move,kadugodi,3,1614.0,2,2,3656.0,0.59,1371.9
flat,Super built-up  Area,Ready To Move,hennur,2,1255.0,2,1,4143.0,0.52,1066.75
flat,Super built-up  Area,Under Construction,hosa road,3,1730.0,3,2,4220.0,0.73,1470.5
flat,Super built-up  Area,Under Construction,ramamurthy nagar,2,1170.0,2,2,3761.0,0.44,994.5
flat,Super built-up  Area,Ready To Move,whitefield,2,1116.0,2,3,4659.0,0.52,948.6
flat,Super built-up  Area,Ready To Move,other,3,1369.0,2,3,5259.0,0.72,1163.65
flat,Super built-up  Area,Ready To Move,koramangala,3,1600.0,2,0,8750.0,1.4,1360.0
flat,Super built-up  Area,Ready To Move,bisuvanahalli,3,1075.0,2,1,4093.0,0.44,913.75
flat,Super built-up  Area,Ready To Move,devanahalli,3,1550.0,3,1,5484.0,0.85,1317.5
flat,Super built-up  Area,Ready To Move,hebbal,2,1200.0,2,2,4000.0,0.48,1020.0
flat,Super built-up  Area,Under Construction,kanakpura road,2,1017.0,2,1,5015.0,0.51,864.4499999999999
flat,Built-up  Area,Ready To Move,green glen layout,3,1600.0,3,3,6562.0,1.05,1600.0
flat,Super built-up  Area,Ready To Move,varthur,3,1520.0,2,2,3947.0,0.6,1292.0
flat,Super built-up  Area,Under Construction,domlur,2,1206.0,2,1,17993.0,2.17,1025.1
flat,Super built-up  Area,Ready To Move,1st phase jp nagar,2,1180.0,2,2,7458.0,0.88,1003.0
flat,Super built-up  Area,Ready To Move,whitefield,3,2901.0,4,2,6549.0,1.9,2465.85
flat,Built-up  Area,Ready To Move,akshaya nagar,3,2650.0,3,2,4717.0,1.25,2650.0
flat,Built-up  Area,Ready To Move,other,2,1410.0,2,3,4752.0,0.67,1410.0
flat,Super built-up  Area,Ready To Move,bellandur,3,1767.0,3,2,5037.0,0.89,1501.95
flat,Super built-up  Area,Ready To Move,chandapura,2,750.0,1,1,2400.0,0.18,637.5
flat,Super built-up  Area,Ready To Move,uttarahalli,3,1390.0,2,2,4317.0,0.6,1181.5
flat,Super built-up  Area,Ready To Move,other,3,1652.5,3,2,5446.0,0.9,1404.625
flat,Super built-up  Area,Ready To Move,other,3,2159.0,3,2,5558.0,1.2,1835.15
flat,Super built-up  Area,Under Construction,ramagondanahalli,2,1235.0,2,1,4211.0,0.52,1049.75
flat,Built-up  Area,Under Construction,kanakapura,2,1017.0,2,1,6490.0,0.66,1017.0
flat,Super built-up  Area,Under Construction,kanakpura road,3,1703.0,3,2,7634.0,1.3,1447.55
flat,Super built-up  Area,Ready To Move,electronic city phase ii,2,1286.0,2,2,5365.0,0.69,1093.1
flat,Built-up  Area,Ready To Move,other,2,1300.0,2,3,7308.0,0.95,1300.0
flat,Super built-up  Area,Ready To Move,7th phase jp nagar,2,1200.0,2,2,5167.0,0.62,1020.0
flat,Super built-up  Area,Ready To Move,doddathoguru,3,1783.0,3,3,4767.0,0.85,1515.55
flat,Super built-up  Area,Ready To Move,bellandur,2,900.0,2,2,6222.0,0.56,765.0
flat,Super built-up  Area,Ready To Move,sarjapur  road,3,1220.0,3,2,4590.0,0.56,1037.0
flat,Built-up  Area,Ready To Move,hosakerehalli,4,1500.0,3,2,4667.0,0.7,1500.0
flat,Super built-up  Area,Under Construction,chandapura,1,630.0,1,0,2222.0,0.14,535.5
flat,Built-up  Area,Ready To Move,electronics city phase 1,2,995.0,2,0,4623.0,0.46,995.0
flat,Super built-up  Area,Ready To Move,whitefield,3,1560.0,2,2,4615.0,0.72,1326.0
flat,Super built-up  Area,Under Construction,bommasandra industrial area,2,1020.0,2,1,3824.0,0.39,867.0
flat,Super built-up  Area,Ready To Move,talaghattapura,2,921.0,2,1,3149.0,0.29,782.85
flat,Super built-up  Area,Under Construction,other,2,1035.0,2,2,5121.0,0.53,879.75
flat,Super built-up  Area,Ready To Move,marathahalli,3,1385.0,2,2,4838.0,0.67,1177.25
flat,Built-up  Area,Ready To Move,other,2,1052.0,2,2,4943.0,0.52,1052.0
flat,Super built-up  Area,Under Construction,panathur,3,1580.0,3,0,4557.0,0.72,1343.0
flat,Super built-up  Area,Under Construction,banashankari,4,2500.0,4,3,3800.0,0.95,2125.0
house,Plot  Area,Under Construction,whitefield,3,1500.0,3,1,8667.0,1.3,1500.0
flat,Built-up  Area,Ready To Move,sarjapur,3,900.0,2,1,4667.0,0.42,900.0
flat,Super built-up  Area,Ready To Move,jakkur,2,1279.0,2,1,6020.0,0.77,1087.15
flat,Super built-up  Area,Under Construction,whitefield,1,905.0,1,1,5525.0,0.5,769.25
flat,Built-up  Area,Ready To Move,chikkalasandra,3,1350.0,2,2,4000.0,0.54,1350.0
flat,Super built-up  Area,Under Construction,anekal,1,530.0,1,1,3396.0,0.18,450.5
flat,Super built-up  Area,Ready To Move,7th phase jp nagar,2,1000.0,2,2,5300.0,0.53,850.0
flat,Super built-up  Area,Ready To Move,nagappa reddy layout,3,1495.0,2,2,4348.0,0.65,1270.75
flat,Super built-up  Area,Ready To Move,sarjapur  road,3,1580.0,3,3,7911.0,1.25,1343.0
flat,Super built-up  Area,Under Construction,battarahalli,2,1090.0,2,2,3486.0,0.38,926.5
flat,Super built-up  Area,Ready To Move,sarjapur  road,2,1034.0,2,1,3675.0,0.38,878.9
flat,Super built-up  Area,Ready To Move,domlur,1,650.0,1,1,10769.0,0.7,552.5
flat,Super built-up  Area,Ready To Move,hrbr layout,3,2800.0,3,2,8929.0,2.5,2380.0
flat,Super built-up  Area,Under Construction,whitefield,3,2280.0,4,2,5482.0,1.25,1938.0
flat,Super built-up  Area,Ready To Move,yelahanka,3,1610.0,3,1,7143.0,1.15,1368.5
flat,Super built-up  Area,Ready To Move,sarjapur  road,3,1700.0,3,3,6353.0,1.08,1445.0
flat,Super built-up  Area,Ready To Move,kumaraswami layout,2,1200.0,2,2,2417.0,0.29,1020.0
flat,Super built-up  Area,Ready To Move,green glen layout,3,1717.0,3,3,7280.0,1.25,1459.45
flat,Super built-up  Area,Ready To Move,bellandur,2,1195.0,2,2,4268.0,0.51,1015.75
flat,Super built-up  Area,Under Construction,judicial layout,3,1300.0,3,1,4923.0,0.64,1105.0
flat,Super built-up  Area,Ready To Move,rajiv nagar,4,2340.0,5,1,6838.0,1.6,1989.0
flat,Super built-up  Area,Ready To Move,cv raman nagar,2,907.0,2,2,4190.0,0.38,770.9499999999999
flat,Built-up  Area,Ready To Move,marathahalli,2,1200.0,2,1,5583.0,0.67,1200.0
flat,Built-up  Area,Ready To Move,other,3,1384.0,3,2,4480.0,0.62,1384.0
flat,Super built-up  Area,Ready To Move,yelahanka new town,3,1000.0,2,1,4800.0,0.48,850.0
flat,Built-up  Area,Ready To Move,hebbal kempapura,3,3408.0,3,3,7629.0,2.6,3408.0
flat,Super built-up  Area,Under Construction,sarjapur  road,3,1403.0,3,3,3706.0,0.52,1192.55
house,Plot  Area,Ready To Move,other,3,1500.0,3,2,6667.0,1.0,1500.0
flat,Super built-up  Area,Ready To Move,7th phase jp nagar,2,1215.0,2,2,7407.0,0.9,1032.75
flat,Super built-up  Area,Ready To Move,malleshwaram,2,1400.0,2,1,13571.0,1.9,1190.0
flat,Built-up  Area,Ready To Move,rayasandra,3,1199.0,2,1,4003.0,0.48,1199.0
flat,Super built-up  Area,Under Construction,old madras road,3,1350.0,3,1,3481.0,0.47,1147.5
flat,Super built-up  Area,Ready To Move,kadugodi,7,4000.0,7,2,3250.0,1.3,3400.0
flat,Super built-up  Area,Under Construction,varthur,2,1045.0,2,1,3923.0,0.41,888.25
house,Plot  Area,Ready To Move,gubbalala,4,2000.0,4,1,4250.0,0.85,2000.0
flat,Super built-up  Area,Ready To Move,hebbal,3,1500.0,3,1,10000.0,1.5,1275.0
flat,Super built-up  Area,Ready To Move,other,3,1280.0,2,2,3828.0,0.49,1088.0
flat,Super built-up  Area,Ready To Move,hulimavu,2,1058.0,2,1,4537.0,0.48,899.3
flat,Super built-up  Area,Under Construction,jalahalli,3,1400.0,3,0,5500.0,0.77,1190.0
flat,Super built-up  Area,Ready To Move,other,2,1275.0,2,2,4627.0,0.59,1083.75
flat,Built-up  Area,Ready To Move,anekal,1,400.0,1,1,3000.0,0.12,400.0
flat,Super built-up  Area,Under Construction,sarjapur  road,2,1195.0,2,1,5858.0,0.7,1015.75
flat,Super built-up  Area,Ready To Move,ulsoor,3,1500.0,2,2,8333.0,1.25,1275.0
flat,Super built-up  Area,Under Construction,kengeri,2,927.0,2,2,3991.0,0.37,787.9499999999999
flat,Super built-up  Area,Ready To Move,other,2,1200.0,3,2,3667.0,0.44,1020.0
house,Plot  Area,Ready To Move,other,4,1200.0,2,1,6250.0,0.75,1200.0
flat,Super built-up  Area,Under Construction,devanahalli,1,1020.0,2,1,4902.0,0.5,867.0
flat,Super built-up  Area,Ready To Move,kambipura,2,883.0,2,1,4983.0,0.44,750.55
flat,Super built-up  Area,Ready To Move,other,4,2000.0,4,1,6750.0,1.35,1700.0
flat,Super built-up  Area,Under Construction,thanisandra,3,2172.0,3,2,3499.0,0.76,1846.2
flat,Super built-up  Area,Ready To Move,electronic city,2,1100.0,2,2,4091.0,0.45,935.0
flat,Super built-up  Area,Ready To Move,vijayanagar,3,1450.0,3,0,6897.0,1.0,1232.5
flat,Super built-up  Area,Ready To Move,abbigere,2,1005.0,2,1,3980.0,0.4,854.25
flat,Super built-up  Area,Ready To Move,kanakpura road,3,1450.0,3,2,4483.0,0.65,1232.5
flat,Super built-up  Area,Ready To Move,whitefield,3,2023.0,4,2,6426.0,1.3,1719.55
flat,Super built-up  Area,Ready To Move,raja rajeshwari nagar,2,1206.0,2,1,3400.0,0.41,1025.1
flat,Super built-up  Area,Ready To Move,iblur village,4,3596.0,5,1,7230.0,2.6,3056.6
flat,Super built-up  Area,Ready To Move,indira nagar,2,1470.0,2,2,11565.0,1.7,1249.5
flat,Built-up  Area,Ready To Move,jigani,2,943.0,2,2,5090.0,0.48,943.0
flat,Built-up  Area,Ready To Move,other,2,1300.0,2,1,4615.0,0.6,1300.0
flat,Super built-up  Area,Ready To Move,hosur road,3,1145.0,2,2,5240.0,0.6,973.25
house,Plot  Area,Ready To Move,kengeri satellite town,2,1200.0,2,1,5417.0,0.65,1200.0
flat,Super built-up  Area,Ready To Move,7th phase jp nagar,3,1515.0,2,1,5017.0,0.76,1287.75
flat,Super built-up  Area,Under Construction,yelahanka,3,1792.0,3,1,5804.0,1.04,1523.2
flat,Super built-up  Area,Ready To Move,bellandur,2,1200.0,2,3,3750.0,0.45,1020.0
flat,Built-up  Area,Ready To Move,other,4,2600.0,3,1,3654.0,0.95,2600.0
flat,Super built-up  Area,Ready To Move,whitefield,3,1545.0,3,2,5113.0,0.79,1313.25
flat,Built-up  Area,Ready To Move,hbr layout,3,2800.0,2,0,7143.0,2.0,2800.0
flat,Carpet  Area,Ready To Move,indira nagar,3,1875.0,3,1,9600.0,1.8,2062.5
flat,Built-up  Area,Ready To Move,abbigere,6,2200.0,6,2,3091.0,0.68,2200.0
flat,Built-up  Area,Ready To Move,dodda nekkundi,2,1145.0,2,1,4017.0,0.46,1145.0
flat,Built-up  Area,Ready To Move,other,3,1603.0,2,0,7798.0,1.25,1603.0
flat,Super built-up  Area,Ready To Move,uttarahalli,2,900.0,2,2,3889.0,0.35,765.0
flat,Super built-up  Area,Under Construction,electronic city,1,630.0,1,1,7460.0,0.47,535.5
flat,Super built-up  Area,Ready To Move,horamavu agara,2,1150.0,2,1,3652.0,0.42,977.5
flat,Super built-up  Area,Under Construction,hebbal,4,3067.0,4,1,10108.0,3.1,2606.95
flat,Super built-up  Area,Ready To Move,kenchenahalli,2,1060.0,2,2,4906.0,0.52,901.0
flat,Super built-up  Area,Ready To Move,old airport road,2,1206.0,2,3,6219.0,0.75,1025.1
flat,Super built-up  Area,Under Construction,rayasandra,3,1708.0,3,2,4391.0,0.75,1451.8
flat,Built-up  Area,Ready To Move,hennur road,4,2000.0,4,0,4500.0,0.9,2000.0
flat,Super built-up  Area,Ready To Move,kudlu,1,720.0,1,1,4583.0,0.33,612.0
flat,Super built-up  Area,Ready To Move,kalkere,3,1365.0,3,2,3956.0,0.54,1160.25
flat,Super built-up  Area,Ready To Move,electronic city,2,870.0,2,1,4598.0,0.4,739.5
flat,Super built-up  Area,Ready To Move,raja rajeshwari nagar,2,1419.0,2,2,3383.0,0.48,1206.15
flat,Super built-up  Area,Ready To Move,thigalarapalya,3,2072.0,4,2,7577.0,1.57,1761.2
